1,147.110001
2,145.539993
3,149.240005
4,140.820007
5,137.350006
6,137.589996
7,143.110001
8,140.360001
9,140.520004
10,143.779999
11,149.639999
12,148.839996
13,148.710007
14,151.210007
15,145.380005
16,146.139999
17,148.710007
18,147.960007
19,142.639999
20,137.130005
21,131.880005
22,132.759995
23,135.429993
24,130.059998
25,131.559998
26,135.869995
27,135.350006
28,138.270004
29,141.660004
30,141.660004
31,137.440002
32,139.229996
33,136.720001
34,138.929993
35,141.559998
36,142.919998
37,146.350006
38,147.039993
39,144.869995
40,145.860001
41,145.490005
42,148.470001
43,150.169998
44,147.070007
45,151
46,153.039993
47,155.350006
48,154.089996
49,152.949997
50,151.600006
51,156.789993
52,157.350006
53,162.509995
54,161.509995
55,160.009995
56,166.130005
57,165.809998
58,165.350006
59,164.869995
60,164.919998
61,169.240005
62,168.490005
63,172.100006
64,173.190002
65,173.029999
66,174.550003
67,174.149994
68,171.520004
69,167.570007
70,167.229996
71,167.529999
72,170.029999
73,163.619995
74,161.380005
75,158.910004
76,157.220001
77,157.960007
78,155.809998
79,154.529999
80,155.960007
81,154.460007
82,157.369995
83,163.429993
84,153.839996
85,155.309998
86,152.369995
87,150.699997
88,154.479996
89,156.899994
90,153.720001
91,152.740005
92,150.429993
93,150.770004
94,151.759995
95,149.839996
96,142.479996
97,138.199997
98,142.449997
99,146.100006
100,146.399994
101,145.429993
102,140.089996
103,140.419998
104,138.979996
105,138.339996
106,142.990005
107,138.380005
108,142.410004
109,143.75
110,143.860001
111,143.389999
112,147.270004
113,149.449997
114,152.339996
115,149.350006
116,144.800003
117,155.740005
118,153.339996
119,150.649994
120,145.029999
121,138.880005
122,138.380005
123,138.919998
124,139.5
125,134.869995
126,146.869995
127,149.699997
